content_id,title,genre,content_type,release_year,duration_mins,production_cost_bucket,language
CNT-01001,Romance Series 1001,Romance,Series,2016,39,Medium ($1M-$10M),English
CNT-01002,News Series 1002,News,Series,2020,47,Medium ($1M-$10M),English
CNT-01003,Drama Movie 1003,Drama,Movie,2013,115,High ($10M-$50M),English
CNT-01004,Romance Series 1004,Romance,Series,2012,30,Blockbuster (>$50M),English
CNT-01005,Documentary Documentary 1005,Documentary,Documentary,2022,49,High ($10M-$50M),English
CNT-01006,Documentary Documentary 1006,Documentary,Documentary,2012,43,Low (<$1M),English
CNT-01007,Sports Movie 1007,Sports,Movie,2011,112,High ($10M-$50M),Korean
CNT-01008,Thriller Series 1008,Thriller,Series,2016,39,Medium ($1M-$10M),German
CNT-01009,Kids Series 1009,Kids,Series,2011,54,Medium ($1M-$10M),French
CNT-01010,Documentary Live 1010,Documentary,Live,2019,63,Low (<$1M),French
CNT-01011,Romance Series 1011,Romance,Series,2012,52,Medium ($1M-$10M),English
CNT-01012,News Documentary 1012,News,Documentary,2024,65,Medium ($1M-$10M),French
CNT-01013,Kids Series 1013,Kids,Series,2014,41,Low (<$1M),German
CNT-01014,Sci-Fi Series 1014,Sci-Fi,Series,2020,35,Low (<$1M),English
CNT-01015,Thriller Movie 1015,Thriller,Movie,2020,141,Medium ($1M-$10M),French
CNT-01016,Kids Movie 1016,Kids,Movie,2019,168,High ($10M-$50M),Japanese
CNT-01017,Romance Series 1017,Romance,Series,2021,30,Medium ($1M-$10M),English
CNT-01018,Comedy Series 1018,Comedy,Series,2014,38,High ($10M-$50M),English
CNT-01019,Comedy Live 1019,Comedy,Live,2020,77,Medium ($1M-$10M),French
CNT-01020,Sci-Fi Series 1020,Sci-Fi,Series,2011,49,Medium ($1M-$10M),English
CNT-01021,Comedy Series 1021,Comedy,Series,2013,36,Low (<$1M),English
CNT-01022,Drama Live 1022,Drama,Live,2012,49,High ($10M-$50M),English
CNT-01023,Documentary Movie 1023,Documentary,Movie,2010,133,High ($10M-$50M),English
CNT-01024,Documentary Series 1024,Documentary,Series,2023,44,Medium ($1M-$10M),Korean
CNT-01025,Romance Series 1025,Romance,Series,2019,39,Low (<$1M),French
CNT-01026,Thriller Series 1026,Thriller,Series,2023,50,Medium ($1M-$10M),English
CNT-01027,Sports Movie 1027,Sports,Movie,2022,122,Low (<$1M),Japanese
CNT-01028,Action Series 1028,Action,Series,2011,23,Medium ($1M-$10M),Korean
CNT-01029,Comedy Documentary 1029,Comedy,Documentary,2020,46,Low (<$1M),Japanese
CNT-01030,Sports Movie 1030,Sports,Movie,2022,176,Medium ($1M-$10M),English
CNT-01031,Kids Movie 1031,Kids,Movie,2019,164,High ($10M-$50M),French
CNT-01032,Romance Series 1032,Romance,Series,2011,43,Low (<$1M),Japanese
CNT-01033,Comedy Movie 1033,Comedy,Movie,2021,89,Low (<$1M),English
CNT-01034,Sci-Fi Live 1034,Sci-Fi,Live,2024,123,High ($10M-$50M),English
CNT-01035,Drama Movie 1035,Drama,Movie,2019,110,High ($10M-$50M),Korean
CNT-01036,Sports Documentary 1036,Sports,Documentary,2019,90,High ($10M-$50M),Spanish
CNT-01037,Documentary Series 1037,Documentary,Series,2023,45,Blockbuster (>$50M),German
CNT-01038,Sci-Fi Movie 1038,Sci-Fi,Movie,2025,174,Blockbuster (>$50M),Spanish
CNT-01039,Sci-Fi Live 1039,Sci-Fi,Live,2015,76,Low (<$1M),French
CNT-01040,Sci-Fi Series 1040,Sci-Fi,Series,2013,35,Low (<$1M),English
CNT-01041,Drama Documentary 1041,Drama,Documentary,2023,81,Medium ($1M-$10M),English
CNT-01042,Kids Series 1042,Kids,Series,2021,49,High ($10M-$50M),Korean
CNT-01043,Thriller Movie 1043,Thriller,Movie,2015,133,High ($10M-$50M),English
CNT-01044,Action Movie 1044,Action,Movie,2025,118,Blockbuster (>$50M),English
CNT-01045,News Series 1045,News,Series,2022,28,High ($10M-$50M),Japanese
CNT-01046,Sports Live 1046,Sports,Live,2021,44,Low (<$1M),English
CNT-01047,Comedy Series 1047,Comedy,Series,2019,42,High ($10M-$50M),English
CNT-01048,Thriller Series 1048,Thriller,Series,2022,44,Medium ($1M-$10M),English
CNT-01049,Sports Live 1049,Sports,Live,2015,115,High ($10M-$50M),English
CNT-01050,Action Series 1050,Action,Series,2021,38,Medium ($1M-$10M),Japanese
CNT-01051,Kids Series 1051,Kids,Series,2015,27,High ($10M-$50M),Korean
CNT-01052,Kids Movie 1052,Kids,Movie,2015,125,Low (<$1M),German
CNT-01053,Drama Live 1053,Drama,Live,2016,93,Low (<$1M),English
CNT-01054,Romance Series 1054,Romance,Series,2011,28,High ($10M-$50M),English
CNT-01055,Action Series 1055,Action,Series,2025,27,Low (<$1M),French
CNT-01056,Drama Documentary 1056,Drama,Documentary,2025,79,Low (<$1M),English
CNT-01057,Romance Documentary 1057,Romance,Documentary,2011,95,Low (<$1M),English
CNT-01058,Action Series 1058,Action,Series,2018,43,Medium ($1M-$10M),English
CNT-01059,News Series 1059,News,Series,2021,21,High ($10M-$50M),English
CNT-01060,Sci-Fi Series 1060,Sci-Fi,Series,2012,24,Low (<$1M),French
CNT-01061,News Movie 1061,News,Movie,2011,92,Medium ($1M-$10M),French
CNT-01062,Comedy Series 1062,Comedy,Series,2014,55,Medium ($1M-$10M),English
CNT-01063,Sci-Fi Series 1063,Sci-Fi,Series,2016,54,Low (<$1M),English
CNT-01064,Action Movie 1064,Action,Movie,2025,91,Medium ($1M-$10M),English
CNT-01065,News Live 1065,News,Live,2014,33,High ($10M-$50M),English
CNT-01066,Comedy Live 1066,Comedy,Live,2010,95,Low (<$1M),Japanese
CNT-01067,Documentary Series 1067,Documentary,Series,2012,51,Low (<$1M),English
CNT-01068,Romance Movie 1068,Romance,Movie,2018,135,Low (<$1M),English
CNT-01069,Romance Live 1069,Romance,Live,2022,126,Low (<$1M),English
CNT-01070,Sports Live 1070,Sports,Live,2014,129,Medium ($1M-$10M),English
CNT-01071,Sci-Fi Documentary 1071,Sci-Fi,Documentary,2013,85,Blockbuster (>$50M),English
CNT-01072,Action Movie 1072,Action,Movie,2014,89,Medium ($1M-$10M),English
CNT-01073,Romance Live 1073,Romance,Live,2013,109,Medium ($1M-$10M),English
CNT-01074,Romance Movie 1074,Romance,Movie,2014,127,Low (<$1M),German
CNT-01075,Sci-Fi Series 1075,Sci-Fi,Series,2013,43,Medium ($1M-$10M),English
CNT-01076,Kids Series 1076,Kids,Series,2018,48,Low (<$1M),German
CNT-01077,Sports Movie 1077,Sports,Movie,2025,81,Medium ($1M-$10M),German
CNT-01078,Kids Live 1078,Kids,Live,2014,46,Medium ($1M-$10M),Japanese
CNT-01079,Drama Series 1079,Drama,Series,2017,21,Blockbuster (>$50M),English
CNT-01080,Thriller Series 1080,Thriller,Series,2012,50,High ($10M-$50M),English
CNT-01081,Documentary Movie 1081,Documentary,Movie,2019,163,Medium ($1M-$10M),English
CNT-01082,Romance Documentary 1082,Romance,Documentary,2017,93,Low (<$1M),German
CNT-01083,Kids Series 1083,Kids,Series,2011,52,Medium ($1M-$10M),Japanese
CNT-01084,Drama Live 1084,Drama,Live,2017,91,Low (<$1M),French
CNT-01085,News Series 1085,News,Series,2019,22,High ($10M-$50M),Japanese
CNT-01086,Romance Live 1086,Romance,Live,2021,147,Low (<$1M),French
CNT-01087,Sci-Fi Movie 1087,Sci-Fi,Movie,2017,85,High ($10M-$50M),Spanish
CNT-01088,Sports Documentary 1088,Sports,Documentary,2012,81,High ($10M-$50M),Korean
CNT-01089,Sci-Fi Movie 1089,Sci-Fi,Movie,2019,95,Low (<$1M),English
CNT-01090,Thriller Movie 1090,Thriller,Movie,2010,107,Blockbuster (>$50M),Korean
CNT-01091,Comedy Movie 1091,Comedy,Movie,2023,108,Medium ($1M-$10M),English
CNT-01092,Kids Documentary 1092,Kids,Documentary,2018,83,Medium ($1M-$10M),English
CNT-01093,Drama Series 1093,Drama,Series,2021,29,Medium ($1M-$10M),Korean
CNT-01094,Kids Movie 1094,Kids,Movie,2010,116,Low (<$1M),French
CNT-01095,Comedy Series 1095,Comedy,Series,2024,51,Low (<$1M),English
CNT-01096,Kids Documentary 1096,Kids,Documentary,2017,57,Low (<$1M),English
CNT-01097,Drama Movie 1097,Drama,Movie,2016,172,Low (<$1M),Japanese
CNT-01098,Action Series 1098,Action,Series,2015,43,Low (<$1M),Korean
CNT-01099,Comedy Series 1099,Comedy,Series,2020,21,Low (<$1M),Japanese
CNT-01100,Action Movie 1100,Action,Movie,2015,165,High ($10M-$50M),English
CNT-01101,Action Series 1101,Action,Series,2012,42,Medium ($1M-$10M),English
CNT-01102,Thriller Series 1102,Thriller,Series,2012,33,Medium ($1M-$10M),English
CNT-01103,Documentary Series 1103,Documentary,Series,2024,50,Blockbuster (>$50M),English
CNT-01104,Thriller Series 1104,Thriller,Series,2011,42,Medium ($1M-$10M),English
CNT-01105,News Live 1105,News,Live,2017,79,Low (<$1M),Korean
CNT-01106,Drama Movie 1106,Drama,Movie,2015,130,High ($10M-$50M),English
CNT-01107,Documentary Movie 1107,Documentary,Movie,2025,112,Medium ($1M-$10M),English
CNT-01108,Action Series 1108,Action,Series,2021,31,Low (<$1M),English
CNT-01109,Documentary Movie 1109,Documentary,Movie,2023,176,Medium ($1M-$10M),English
CNT-01110,Comedy Movie 1110,Comedy,Movie,2020,126,Medium ($1M-$10M),German
CNT-01111,Sci-Fi Documentary 1111,Sci-Fi,Documentary,2023,58,High ($10M-$50M),German
CNT-01112,Sci-Fi Movie 1112,Sci-Fi,Movie,2016,165,Low (<$1M),English
CNT-01113,Documentary Documentary 1113,Documentary,Documentary,2012,40,Medium ($1M-$10M),English
CNT-01114,Romance Documentary 1114,Romance,Documentary,2020,87,Medium ($1M-$10M),English
CNT-01115,Action Documentary 1115,Action,Documentary,2016,79,Medium ($1M-$10M),English
CNT-01116,Kids Documentary 1116,Kids,Documentary,2021,69,Medium ($1M-$10M),English
CNT-01117,Action Series 1117,Action,Series,2016,21,High ($10M-$50M),English
CNT-01118,Sports Series 1118,Sports,Series,2014,24,Medium ($1M-$10M),French
CNT-01119,Documentary Movie 1119,Documentary,Movie,2018,93,Low (<$1M),English
CNT-01120,Kids Movie 1120,Kids,Movie,2017,178,Blockbuster (>$50M),English
CNT-01121,Documentary Series 1121,Documentary,Series,2016,25,Low (<$1M),English
CNT-01122,Drama Movie 1122,Drama,Movie,2021,129,Medium ($1M-$10M),French
CNT-01123,Documentary Series 1123,Documentary,Series,2015,25,Low (<$1M),English
CNT-01124,Romance Movie 1124,Romance,Movie,2019,107,Low (<$1M),English
CNT-01125,Sports Movie 1125,Sports,Movie,2013,129,Medium ($1M-$10M),Spanish
CNT-01126,Kids Live 1126,Kids,Live,2013,129,Medium ($1M-$10M),English
CNT-01127,Sports Live 1127,Sports,Live,2017,110,High ($10M-$50M),English
CNT-01128,News Live 1128,News,Live,2012,47,Low (<$1M),Spanish
CNT-01129,Drama Series 1129,Drama,Series,2012,42,Low (<$1M),English
CNT-01130,Sports Documentary 1130,Sports,Documentary,2024,72,High ($10M-$50M),English
CNT-01131,Sci-Fi Documentary 1131,Sci-Fi,Documentary,2017,53,Low (<$1M),German
CNT-01132,Comedy Live 1132,Comedy,Live,2011,52,High ($10M-$50M),English
CNT-01133,Sports Movie 1133,Sports,Movie,2019,126,Low (<$1M),English
CNT-01134,News Movie 1134,News,Movie,2020,146,High ($10M-$50M),English
CNT-01135,Romance Series 1135,Romance,Series,2017,29,High ($10M-$50M),French
CNT-01136,Action Documentary 1136,Action,Documentary,2015,55,Blockbuster (>$50M),German
CNT-01137,Sports Documentary 1137,Sports,Documentary,2020,90,High ($10M-$50M),Japanese
CNT-01138,Comedy Movie 1138,Comedy,Movie,2025,123,Low (<$1M),English
CNT-01139,Romance Series 1139,Romance,Series,2023,25,High ($10M-$50M),Korean
CNT-01140,Action Series 1140,Action,Series,2012,50,High ($10M-$50M),Spanish
CNT-01141,Comedy Series 1141,Comedy,Series,2011,44,High ($10M-$50M),English
CNT-01142,News Movie 1142,News,Movie,2016,104,High ($10M-$50M),English
CNT-01143,Drama Live 1143,Drama,Live,2021,52,Medium ($1M-$10M),English
CNT-01144,News Documentary 1144,News,Documentary,2018,55,Medium ($1M-$10M),Japanese
CNT-01145,Documentary Movie 1145,Documentary,Movie,2017,123,High ($10M-$50M),Korean
CNT-01146,Comedy Documentary 1146,Comedy,Documentary,2017,58,Low (<$1M),French
CNT-01147,Kids Series 1147,Kids,Series,2021,46,High ($10M-$50M),Spanish
CNT-01148,Romance Series 1148,Romance,Series,2014,48,Medium ($1M-$10M),English
CNT-01149,Comedy Series 1149,Comedy,Series,2019,38,Medium ($1M-$10M),English
CNT-01150,Drama Documentary 1150,Drama,Documentary,2015,90,Medium ($1M-$10M),English
CNT-01151,Comedy Documentary 1151,Comedy,Documentary,2014,79,Blockbuster (>$50M),German
CNT-01152,Action Movie 1152,Action,Movie,2014,116,High ($10M-$50M),English
CNT-01153,News Documentary 1153,News,Documentary,2015,79,High ($10M-$50M),English
CNT-01154,Romance Movie 1154,Romance,Movie,2012,94,Blockbuster (>$50M),English
CNT-01155,News Movie 1155,News,Movie,2013,143,Medium ($1M-$10M),Japanese
CNT-01156,Comedy Movie 1156,Comedy,Movie,2018,82,High ($10M-$50M),English
CNT-01157,Comedy Series 1157,Comedy,Series,2012,20,High ($10M-$50M),Spanish
CNT-01158,Comedy Series 1158,Comedy,Series,2013,24,Low (<$1M),Japanese
CNT-01159,Kids Series 1159,Kids,Series,2024,54,Medium ($1M-$10M),English
CNT-01160,Comedy Series 1160,Comedy,Series,2015,24,Medium ($1M-$10M),German
CNT-01161,Documentary Movie 1161,Documentary,Movie,2014,88,Medium ($1M-$10M),English
CNT-01162,Comedy Series 1162,Comedy,Series,2017,41,Low (<$1M),Spanish
CNT-01163,Romance Series 1163,Romance,Series,2023,33,High ($10M-$50M),French
CNT-01164,Drama Documentary 1164,Drama,Documentary,2023,75,High ($10M-$50M),English
CNT-01165,Documentary Series 1165,Documentary,Series,2010,44,High ($10M-$50M),English
CNT-01166,Romance Series 1166,Romance,Series,2014,35,High ($10M-$50M),Japanese
CNT-01167,Action Series 1167,Action,Series,2011,46,Low (<$1M),Japanese
CNT-01168,Sci-Fi Movie 1168,Sci-Fi,Movie,2018,84,High ($10M-$50M),English
CNT-01169,Romance Documentary 1169,Romance,Documentary,2022,93,Medium ($1M-$10M),Spanish
CNT-01170,Kids Movie 1170,Kids,Movie,2010,80,High ($10M-$50M),English
CNT-01171,Kids Live 1171,Kids,Live,2011,72,High ($10M-$50M),Japanese
CNT-01172,Kids Documentary 1172,Kids,Documentary,2014,90,High ($10M-$50M),English
CNT-01173,Drama Series 1173,Drama,Series,2015,29,Low (<$1M),Korean
CNT-01174,Sports Series 1174,Sports,Series,2017,29,Medium ($1M-$10M),French
CNT-01175,Action Series 1175,Action,Series,2018,31,High ($10M-$50M),English
CNT-01176,Sports Movie 1176,Sports,Movie,2019,148,Medium ($1M-$10M),Japanese
CNT-01177,Sci-Fi Live 1177,Sci-Fi,Live,2013,51,Medium ($1M-$10M),Japanese
CNT-01178,Comedy Movie 1178,Comedy,Movie,2014,114,Blockbuster (>$50M),English
CNT-01179,Thriller Series 1179,Thriller,Series,2012,27,Medium ($1M-$10M),English
CNT-01180,Thriller Movie 1180,Thriller,Movie,2014,109,Blockbuster (>$50M),German
CNT-01181,News Movie 1181,News,Movie,2017,125,Medium ($1M-$10M),English
CNT-01182,Comedy Documentary 1182,Comedy,Documentary,2013,50,Blockbuster (>$50M),English
CNT-01183,Action Movie 1183,Action,Movie,2010,165,High ($10M-$50M),English
CNT-01184,News Movie 1184,News,Movie,2023,88,Low (<$1M),English
CNT-01185,Kids Movie 1185,Kids,Movie,2019,166,Low (<$1M),English
CNT-01186,Sports Movie 1186,Sports,Movie,2025,133,Medium ($1M-$10M),German
CNT-01187,Sci-Fi Series 1187,Sci-Fi,Series,2022,38,High ($10M-$50M),English
CNT-01188,Sports Series 1188,Sports,Series,2016,32,Medium ($1M-$10M),English
CNT-01189,Kids Documentary 1189,Kids,Documentary,2015,94,Medium ($1M-$10M),Japanese
CNT-01190,Sports Series 1190,Sports,Series,2014,46,Low (<$1M),Spanish
CNT-01191,Drama Movie 1191,Drama,Movie,2021,131,Medium ($1M-$10M),Japanese
CNT-01192,Romance Movie 1192,Romance,Movie,2011,120,Medium ($1M-$10M),English
CNT-01193,Thriller Movie 1193,Thriller,Movie,2023,107,Low (<$1M),Korean
CNT-01194,Sci-Fi Movie 1194,Sci-Fi,Movie,2010,110,High ($10M-$50M),English
CNT-01195,Comedy Documentary 1195,Comedy,Documentary,2021,46,Medium ($1M-$10M),Korean
CNT-01196,Comedy Movie 1196,Comedy,Movie,2022,138,Low (<$1M),English
CNT-01197,Romance Documentary 1197,Romance,Documentary,2025,40,Medium ($1M-$10M),English
CNT-01198,Romance Series 1198,Romance,Series,2010,41,Blockbuster (>$50M),French
CNT-01199,Kids Movie 1199,Kids,Movie,2024,106,High ($10M-$50M),English
CNT-01200,Sci-Fi Live 1200,Sci-Fi,Live,2013,101,Medium ($1M-$10M),French
CNT-01201,Action Movie 1201,Action,Movie,2025,87,Medium ($1M-$10M),German
CNT-01202,Thriller Series 1202,Thriller,Series,2018,38,Medium ($1M-$10M),English
CNT-01203,Sci-Fi Live 1203,Sci-Fi,Live,2014,146,Medium ($1M-$10M),Korean
CNT-01204,Kids Live 1204,Kids,Live,2014,143,High ($10M-$50M),Japanese
CNT-01205,Action Live 1205,Action,Live,2010,53,Medium ($1M-$10M),English
CNT-01206,Drama Series 1206,Drama,Series,2012,21,Medium ($1M-$10M),Korean
CNT-01207,Comedy Series 1207,Comedy,Series,2012,36,Medium ($1M-$10M),Japanese
CNT-01208,Sports Series 1208,Sports,Series,2025,20,Blockbuster (>$50M),French
CNT-01209,News Movie 1209,News,Movie,2013,125,High ($10M-$50M),English
CNT-01210,Sports Series 1210,Sports,Series,2011,37,High ($10M-$50M),French
CNT-01211,Documentary Documentary 1211,Documentary,Documentary,2010,74,Medium ($1M-$10M),English
CNT-01212,Comedy Series 1212,Comedy,Series,2019,41,Low (<$1M),English
CNT-01213,Sports Series 1213,Sports,Series,2010,31,High ($10M-$50M),Japanese
CNT-01214,Romance Series 1214,Romance,Series,2017,32,Medium ($1M-$10M),English
CNT-01215,Action Series 1215,Action,Series,2010,24,Low (<$1M),English
CNT-01216,Drama Series 1216,Drama,Series,2022,43,Medium ($1M-$10M),Korean
CNT-01217,Kids Documentary 1217,Kids,Documentary,2012,45,Medium ($1M-$10M),Japanese
CNT-01218,Action Series 1218,Action,Series,2015,24,Low (<$1M),English
CNT-01219,Drama Series 1219,Drama,Series,2011,23,Medium ($1M-$10M),German
CNT-01220,News Movie 1220,News,Movie,2022,82,Blockbuster (>$50M),English
CNT-01221,Drama Documentary 1221,Drama,Documentary,2014,84,Low (<$1M),English
CNT-01222,Kids Documentary 1222,Kids,Documentary,2020,93,Medium ($1M-$10M),French
CNT-01223,Drama Live 1223,Drama,Live,2014,87,Medium ($1M-$10M),French
CNT-01224,Drama Documentary 1224,Drama,Documentary,2018,43,Medium ($1M-$10M),English
CNT-01225,Documentary Series 1225,Documentary,Series,2014,32,Medium ($1M-$10M),French
CNT-01226,Drama Series 1226,Drama,Series,2018,23,Medium ($1M-$10M),German
CNT-01227,Documentary Series 1227,Documentary,Series,2022,50,High ($10M-$50M),French
CNT-01228,Drama Series 1228,Drama,Series,2022,38,Low (<$1M),French
CNT-01229,Kids Series 1229,Kids,Series,2014,34,Medium ($1M-$10M),Korean
CNT-01230,Kids Series 1230,Kids,Series,2025,23,Medium ($1M-$10M),Japanese
CNT-01231,Romance Movie 1231,Romance,Movie,2011,108,Medium ($1M-$10M),English
CNT-01232,Comedy Movie 1232,Comedy,Movie,2011,92,Blockbuster (>$50M),German
CNT-01233,Drama Movie 1233,Drama,Movie,2022,129,Medium ($1M-$10M),English
CNT-01234,News Series 1234,News,Series,2021,23,Medium ($1M-$10M),French
CNT-01235,Sci-Fi Series 1235,Sci-Fi,Series,2024,55,Low (<$1M),French
CNT-01236,Comedy Documentary 1236,Comedy,Documentary,2021,80,Blockbuster (>$50M),German
CNT-01237,Documentary Movie 1237,Documentary,Movie,2019,140,Medium ($1M-$10M),English
CNT-01238,Documentary Documentary 1238,Documentary,Documentary,2015,86,High ($10M-$50M),English
CNT-01239,Action Movie 1239,Action,Movie,2012,114,Low (<$1M),English
CNT-01240,Drama Documentary 1240,Drama,Documentary,2011,60,Medium ($1M-$10M),English
CNT-01241,Documentary Movie 1241,Documentary,Movie,2017,132,Medium ($1M-$10M),German
CNT-01242,Romance Series 1242,Romance,Series,2015,24,Low (<$1M),English
CNT-01243,Sports Series 1243,Sports,Series,2025,31,Low (<$1M),German
CNT-01244,Comedy Live 1244,Comedy,Live,2024,118,Blockbuster (>$50M),English
CNT-01245,Sci-Fi Series 1245,Sci-Fi,Series,2014,41,Medium ($1M-$10M),English
CNT-01246,Romance Movie 1246,Romance,Movie,2011,90,Blockbuster (>$50M),English
CNT-01247,News Series 1247,News,Series,2022,54,High ($10M-$50M),English
CNT-01248,News Live 1248,News,Live,2021,62,High ($10M-$50M),Spanish
CNT-01249,Kids Series 1249,Kids,Series,2019,46,High ($10M-$50M),Japanese
CNT-01250,Romance Series 1250,Romance,Series,2020,21,Low (<$1M),French
CNT-01251,Comedy Series 1251,Comedy,Series,2017,48,Medium ($1M-$10M),English
CNT-01252,News Documentary 1252,News,Documentary,2014,46,Blockbuster (>$50M),English
CNT-01253,Thriller Series 1253,Thriller,Series,2020,40,High ($10M-$50M),Spanish
CNT-01254,Romance Movie 1254,Romance,Movie,2014,168,High ($10M-$50M),English
CNT-01255,Documentary Series 1255,Documentary,Series,2022,41,High ($10M-$50M),German
CNT-01256,Sci-Fi Documentary 1256,Sci-Fi,Documentary,2019,95,Blockbuster (>$50M),English
CNT-01257,Kids Series 1257,Kids,Series,2014,45,Medium ($1M-$10M),English
CNT-01258,Documentary Series 1258,Documentary,Series,2012,32,Medium ($1M-$10M),English
CNT-01259,Thriller Series 1259,Thriller,Series,2023,40,Medium ($1M-$10M),French
CNT-01260,Comedy Series 1260,Comedy,Series,2013,45,Blockbuster (>$50M),French
CNT-01261,Sci-Fi Movie 1261,Sci-Fi,Movie,2022,162,High ($10M-$50M),Spanish
CNT-01262,Sci-Fi Movie 1262,Sci-Fi,Movie,2022,119,Medium ($1M-$10M),French
CNT-01263,Sports Movie 1263,Sports,Movie,2019,85,Low (<$1M),English
CNT-01264,Action Series 1264,Action,Series,2022,47,High ($10M-$50M),Japanese
CNT-01265,Sports Live 1265,Sports,Live,2016,134,Blockbuster (>$50M),French
CNT-01266,Sci-Fi Documentary 1266,Sci-Fi,Documentary,2017,81,High ($10M-$50M),English
CNT-01267,News Movie 1267,News,Movie,2024,133,Low (<$1M),German
CNT-01268,Thriller Documentary 1268,Thriller,Documentary,2016,68,Low (<$1M),English
CNT-01269,News Documentary 1269,News,Documentary,2022,95,Medium ($1M-$10M),English
CNT-01270,Drama Series 1270,Drama,Series,2014,22,Medium ($1M-$10M),Korean
CNT-01271,Romance Movie 1271,Romance,Movie,2017,103,Low (<$1M),French
CNT-01272,Comedy Series 1272,Comedy,Series,2024,29,Blockbuster (>$50M),German
CNT-01273,Kids Movie 1273,Kids,Movie,2011,88,Blockbuster (>$50M),English
CNT-01274,Thriller Series 1274,Thriller,Series,2014,37,Blockbuster (>$50M),English
CNT-01275,Thriller Movie 1275,Thriller,Movie,2011,123,High ($10M-$50M),English
CNT-01276,Drama Series 1276,Drama,Series,2012,35,Low (<$1M),English
CNT-01277,Drama Live 1277,Drama,Live,2024,75,Blockbuster (>$50M),English
CNT-01278,Sci-Fi Series 1278,Sci-Fi,Series,2013,48,Medium ($1M-$10M),English
CNT-01279,Drama Movie 1279,Drama,Movie,2017,126,Low (<$1M),Spanish
CNT-01280,Thriller Live 1280,Thriller,Live,2022,77,Low (<$1M),French
CNT-01281,Comedy Movie 1281,Comedy,Movie,2011,155,Medium ($1M-$10M),English
CNT-01282,Comedy Live 1282,Comedy,Live,2022,90,High ($10M-$50M),English
CNT-01283,Documentary Movie 1283,Documentary,Movie,2022,113,Medium ($1M-$10M),English
CNT-01284,Action Movie 1284,Action,Movie,2014,160,Low (<$1M),French
CNT-01285,Comedy Movie 1285,Comedy,Movie,2024,114,Medium ($1M-$10M),German
CNT-01286,Thriller Live 1286,Thriller,Live,2024,102,Medium ($1M-$10M),German
CNT-01287,Documentary Series 1287,Documentary,Series,2020,43,Blockbuster (>$50M),Korean
CNT-01288,Action Documentary 1288,Action,Documentary,2015,89,Medium ($1M-$10M),Korean
CNT-01289,Thriller Series 1289,Thriller,Series,2024,36,Medium ($1M-$10M),English
CNT-01290,Comedy Movie 1290,Comedy,Movie,2013,129,High ($10M-$50M),English
CNT-01291,Drama Live 1291,Drama,Live,2016,116,High ($10M-$50M),German
CNT-01292,Action Live 1292,Action,Live,2021,72,Medium ($1M-$10M),French
CNT-01293,Action Series 1293,Action,Series,2024,55,High ($10M-$50M),Korean
CNT-01294,Sports Movie 1294,Sports,Movie,2012,92,Medium ($1M-$10M),English
CNT-01295,Kids Documentary 1295,Kids,Documentary,2010,84,High ($10M-$50M),English
CNT-01296,Kids Movie 1296,Kids,Movie,2018,97,Medium ($1M-$10M),Japanese
CNT-01297,Sports Movie 1297,Sports,Movie,2015,116,Blockbuster (>$50M),Spanish
CNT-01298,Comedy Movie 1298,Comedy,Movie,2016,164,High ($10M-$50M),English
CNT-01299,Action Movie 1299,Action,Movie,2020,120,Low (<$1M),German
CNT-01300,Drama Movie 1300,Drama,Movie,2018,149,Medium ($1M-$10M),Japanese
CNT-01301,Romance Documentary 1301,Romance,Documentary,2014,47,High ($10M-$50M),English
CNT-01302,Sci-Fi Movie 1302,Sci-Fi,Movie,2025,134,Medium ($1M-$10M),English
CNT-01303,Action Movie 1303,Action,Movie,2015,84,Medium ($1M-$10M),Japanese
CNT-01304,Romance Series 1304,Romance,Series,2023,39,Low (<$1M),German
CNT-01305,Thriller Movie 1305,Thriller,Movie,2014,107,Low (<$1M),English
CNT-01306,Documentary Series 1306,Documentary,Series,2011,45,Low (<$1M),English
CNT-01307,Sci-Fi Movie 1307,Sci-Fi,Movie,2011,179,Low (<$1M),English
CNT-01308,Documentary Live 1308,Documentary,Live,2015,145,Medium ($1M-$10M),English
CNT-01309,Thriller Movie 1309,Thriller,Movie,2017,137,High ($10M-$50M),English
CNT-01310,Sci-Fi Documentary 1310,Sci-Fi,Documentary,2013,40,High ($10M-$50M),French
CNT-01311,News Live 1311,News,Live,2015,92,Medium ($1M-$10M),English
CNT-01312,Romance Documentary 1312,Romance,Documentary,2021,90,Low (<$1M),Korean
CNT-01313,Thriller Movie 1313,Thriller,Movie,2022,135,Low (<$1M),English
CNT-01314,News Documentary 1314,News,Documentary,2015,78,High ($10M-$50M),Spanish
CNT-01315,Sports Series 1315,Sports,Series,2013,28,Medium ($1M-$10M),German
CNT-01316,Sci-Fi Series 1316,Sci-Fi,Series,2021,25,Low (<$1M),English
CNT-01317,Comedy Documentary 1317,Comedy,Documentary,2015,92,Low (<$1M),French
CNT-01318,Sci-Fi Series 1318,Sci-Fi,Series,2014,27,High ($10M-$50M),English
CNT-01319,Romance Series 1319,Romance,Series,2010,55,Blockbuster (>$50M),French
CNT-01320,Action Series 1320,Action,Series,2024,24,Medium ($1M-$10M),English
CNT-01321,Action Live 1321,Action,Live,2022,38,Medium ($1M-$10M),English
CNT-01322,Comedy Series 1322,Comedy,Series,2019,46,Medium ($1M-$10M),English
CNT-01323,Action Series 1323,Action,Series,2020,54,Low (<$1M),English
